CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
8950247,05/02/2018 05:40:12 PM,05/02/2018 05:55:00 PM,05/02/2018 05:55:00 PM,Closed,Case is Invalid - please call sfpd 415-553-0123,311 Supervisor Queue,Noise Report,Noise Issue,Other,"5617 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1,Outer Richmond,RICHMOND,37.780234,-122.479875,"(37.780234, -122.479875)",Mobile/Open311,
8947615,05/02/2018 10:20:00 AM,05/02/2018 11:04:00 AM,05/02/2018 11:04:00 AM,Closed,Case Transferred - See SR #8947886.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"268 13TH ST, SAN FRANCISCO, CA, 94103",13TH ST,6,South of Market,MISSION,37.770402910605,-122.419432933351,"(37.77040291, -122.41943293)",Mobile/Open311,
8947351,05/02/2018 09:39:00 AM,,05/02/2018 09:53:56 AM,Open,open,Police Department Administration - G,Noise Report,Noise Issue,Other,"143 THE EMBARCADERO, SAN FRANCISCO, CA, 94111",THE EMBARCADERO,3,Financial District,CENTRAL,37.795191666667,-122.39402,"(37.79519167, -122.39402)",Mobile/Open311,
8946864,05/02/2018 08:29:51 AM,05/02/2018 08:45:00 AM,05/02/2018 08:45:00 AM,Closed,Case is Invalid,311 Supervisor Queue,Noise Report,Noise Issue,Other,"539 TARAVAL ST, SAN FRANCISCO, CA, 94116",TARAVAL ST,7,West Portal,TARAVAL,37.742993,-122.4720553,"(37.742993, -122.4720553)",Web,
8946156,05/02/2018 01:02:00 AM,05/03/2018 06:00:19 AM,05/03/2018 06:00:19 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"1081 POST ST, SAN FRANCISCO, CA, 94109",POST ST,6,Lower Nob Hill,NORTHERN,37.786790726592,-122.419533441836,"(37.78679073, -122.41953344)",Mobile/Open311,
8945869,05/01/2018 08:55:09 PM,05/01/2018 09:05:00 PM,05/01/2018 09:05:00 PM,Closed,Comment Noted - Please contact SFPD @ 415-553-0123 while incident is occurring.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"2723 PINE ST, SAN FRANCISCO, CA, 94115",PINE ST,2,Lower Pacific Heights,RICHMOND,37.786733,-122.440972,"(37.786733, -122.440972)",Web,
8945010,05/01/2018 04:50:31 PM,05/01/2018 06:22:00 PM,05/01/2018 06:22:00 PM,Closed,Case is Invalid - call sfpd @ 415-553-0123,311 Supervisor Queue,Noise Report,Noise Issue,Other,"11 SUSSEX ST, SAN FRANCISCO, CA, 94131",SUSSEX ST,8,Glen Park,INGLESIDE,37.7357498,-122.433077,"(37.7357498, -122.433077)",Web,
8943319,05/01/2018 12:01:20 PM,05/01/2018 02:55:00 PM,05/01/2018 02:55:00 PM,Closed,Case is a Duplicate - Duplicate of case # 8943122,311 Supervisor Queue,Noise Report,Noise Issue,Other,"143 THE EMBARCADERO, SAN FRANCISCO, CA, 94111",THE EMBARCADERO,3,Financial District,CENTRAL,37.79513,-122.394188,"(37.79513, -122.394188)",Web,
8943177,05/01/2018 11:35:51 AM,05/01/2018 02:55:00 PM,05/01/2018 02:55:00 PM,Closed,Case is a Duplicate - Duplicate of case # 8943122,311 Supervisor Queue,Noise Report,Noise Issue,Other,"143 THE EMBARCADERO, SAN FRANCISCO, CA, 94111",THE EMBARCADERO,3,Financial District,CENTRAL,37.794966579124,-122.393903878947,"(37.79496658, -122.39390388)",Mobile/Open311,
8941491,05/01/2018 12:52:00 AM,05/02/2018 06:00:16 AM,05/02/2018 06:00:16 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"168 HYDE ST, SAN FRANCISCO, CA, 94102",HYDE ST,6,Tenderloin,TENDERLOIN,37.7823406,-122.4155348,"(37.7823406, -122.4155348)",Web,
8941436,04/30/2018 11:33:00 PM,05/01/2018 06:00:11 AM,05/01/2018 06:00:11 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"168 HYDE ST, SAN FRANCISCO, CA, 94102",HYDE ST,6,Tenderloin,TENDERLOIN,37.7823406,-122.4155348,"(37.7823406, -122.4155348)",Web,
8941430,04/30/2018 11:30:00 PM,05/01/2018 06:00:11 AM,05/01/2018 06:00:11 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,Intersection of HYDE ST and WASHINGTON ST,HYDE ST,3,Nob Hill,CENTRAL,37.7937507,-122.4179707,"(37.7937507, -122.4179707)",Web,
8941427,04/30/2018 11:29:00 PM,05/01/2018 06:00:11 AM,05/01/2018 06:00:11 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,Intersection of CLOVER LN and THORP LN,CLOVER LN,8,Eureka Valley,MISSION,37.759342116205,-122.44101776538,"(37.75934212, -122.44101777)",Mobile/Open311,
8941372,04/30/2018 10:34:00 PM,05/01/2018 06:00:11 AM,05/01/2018 06:00:11 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"800 VALENCIA ST, SAN FRANCISCO, CA, 94110",VALENCIA ST,8,Mission Dolores,MISSION,37.759922472298,-122.421523427565,"(37.75992247, -122.42152343)",Mobile/Open311,
8941319,04/30/2018 09:58:00 PM,05/01/2018 06:00:11 AM,05/01/2018 06:00:11 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"179 JULIAN AVE, SAN FRANCISCO, CA, 94103",JULIAN AVE,9,Mission,MISSION,37.765290445366,-122.420844204718,"(37.76529045, -122.4208442)",Mobile/Open311,
8941228,04/30/2018 09:04:34 PM,04/30/2018 09:10:00 PM,04/30/2018 09:10:00 PM,Closed,Case Resolved - Called in to SFPD,311 Supervisor Queue,Noise Report,Noise Issue,Other,"1035 POLK ST, SAN FRANCISCO, CA, 94109",POLK ST,3,Lower Nob Hill,NORTHERN,37.786368,-122.419961,"(37.786368, -122.419961)",Mobile/Open311,
8941144,04/30/2018 08:26:05 PM,04/30/2018 08:32:00 PM,04/30/2018 08:32:00 PM,Closed,Comment Noted - Please contact SFPD @ 415-553-0123 while incident is occurring. SFPD  will need more information then provided on SR.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"2190 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.761944,-122.419592,"(37.761944, -122.419592)",Mobile/Open311,
8941143,04/30/2018 08:26:01 PM,04/30/2018 08:37:00 PM,04/30/2018 08:37:00 PM,Closed,Comment Noted - Please contact SFPD @ 415-553-0123 while incident is occurring.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"2190 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.761944,-122.419592,"(37.761944, -122.419592)",Mobile/Open311,
8940795,04/30/2018 06:37:52 PM,04/30/2018 07:33:00 PM,04/30/2018 07:33:00 PM,Closed,Case Transferred - sent to MUNI as SR# 8941004,311 Supervisor Queue,Noise Report,Noise Issue,Other,"1601 SACRAMENTO ST, SAN FRANCISCO, CA, 94109",SACRAMENTO ST,3,Polk Gulch,NORTHERN,37.79152,-122.41948,"(37.79152, -122.41948)",Mobile/Open311,
8939478,04/30/2018 02:45:52 PM,04/30/2018 07:52:00 PM,04/30/2018 07:52:00 PM,Closed,Comment Noted - This must be reported to SFPD at 415-553-0123,311 Supervisor Queue,Noise Report,Noise Issue,Other,"353 ARLINGTON ST, SAN FRANCISCO, CA, 94131",ARLINGTON ST,8,Fairmount,INGLESIDE,37.73612,-122.4277013,"(37.73612, -122.4277013)",Web,
8939423,04/30/2018 02:38:15 PM,05/01/2018 06:00:11 AM,05/01/2018 06:00:11 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"300 PINE ST, SAN FRANCISCO, CA, 94104",PINE ST,3,Financial District,CENTRAL,37.792255401611,-122.401245117188,"(37.7922554, -122.40124512)",Web,
8937470,04/30/2018 10:06:01 AM,04/30/2018 03:38:00 PM,04/30/2018 03:38:00 PM,Closed,Comment Noted - Reports of this nature must be reported to SFPD at the time of incident. Please call 415-553-0123.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"224 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,6,South of Market,SOUTHERN,37.777512403046,-122.409087709832,"(37.7775124, -122.40908771)",Mobile/Open311,
8936249,04/30/2018 07:06:00 AM,05/01/2018 06:00:11 AM,05/01/2018 06:00:11 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,Intersection of CHESTNUT ST and POLK ST,CHESTNUT ST,2,Russian Hill,NORTHERN,37.802482598214,-122.423085128024,"(37.8024826, -122.42308513)",Mobile/Open311,
8936096,04/30/2018 04:54:00 AM,05/01/2018 06:00:10 AM,05/01/2018 06:00:10 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"3560 18TH ST, SAN FRANCISCO, CA, 94110",18TH ST,8,Mission Dolores,MISSION,37.761841131183,-122.422816219537,"(37.76184113, -122.42281622)",Mobile/Open311,
8935997,04/29/2018 11:55:00 PM,04/30/2018 06:00:09 AM,04/30/2018 06:00:09 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"400 PAGE ST, SAN FRANCISCO, CA, 94102",PAGE ST,5,Lower Haight,NORTHERN,37.773384181818,-122.427667854468,"(37.77338418, -122.42766785)",Mobile/Open311,
8935910,04/29/2018 10:23:00 PM,04/30/2018 06:00:09 AM,04/30/2018 06:00:09 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"3985 18TH ST, SAN FRANCISCO, CA, 94114",18TH ST,8,Dolores Heights,MISSION,37.760922932101,-122.43237940606,"(37.76092293, -122.43237941)",Mobile/Open311,
8935853,04/29/2018 09:41:00 PM,04/30/2018 06:00:09 AM,04/30/2018 06:00:09 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"406 MADRID ST, SAN FRANCISCO, CA, 94112",MADRID ST,11,Excelsior,INGLESIDE,37.723093215586,-122.43179811011,"(37.72309322, -122.43179811)",Mobile/Open311,
8935785,04/29/2018 08:48:57 PM,04/30/2018 06:00:08 AM,04/30/2018 06:00:08 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1801 BROADWAY, SAN FRANCISCO, CA, 94109",BROADWAY,2,Pacific Heights,NORTHERN,37.79515838623,-122.42684173584,"(37.79515839, -122.42684174)",Web,
11021677,06/20/2019 08:51:00 AM,06/21/2019 06:00:57 AM,06/21/2019 06:00:57 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Intersection of CEDAR ST and POLK ST,CEDAR ST,6,Lower Nob Hill,NORTHERN,37.786357879639,-122.419830322266,"(37.78635788, -122.41983032)",Phone,
8934622,04/29/2018 01:30:53 PM,04/29/2018 01:41:00 PM,04/29/2018 01:41:00 PM,Closed,Comment Noted,311 Supervisor Queue,Noise Report,Noise Issue,Other,"1189 TENNESSEE ST, SAN FRANCISCO, CA, 94107",TENNESSEE ST,10,Dogpatch,BAYVIEW,37.756901,-122.388845,"(37.756901, -122.388845)",Mobile/Open311,
8934398,04/29/2018 12:43:11 PM,04/29/2018 12:46:00 PM,04/29/2018 12:46:00 PM,Closed,Comment Noted - call sfpd not emergency at 415  553 0123,311 Supervisor Queue,Noise Report,Noise Issue,Other,"1382 UNDERWOOD AVE, SAN FRANCISCO, CA, 94124",UNDERWOOD AVE,10,Bayview,BAYVIEW,37.7276247,-122.3876338,"(37.7276247, -122.3876338)",Web,
8933974,04/29/2018 10:51:20 AM,04/29/2018 10:57:00 AM,04/29/2018 10:57:00 AM,Closed,Comment Noted,311 Supervisor Queue,Noise Report,Noise Issue,Other,"3989 18TH ST, SAN FRANCISCO, CA, 94114",18TH ST,8,Dolores Heights,MISSION,37.760820421425,-122.432469762976,"(37.76082042, -122.43246976)",Mobile/Open311,
8933225,04/29/2018 01:24:30 AM,04/29/2018 01:26:00 AM,04/29/2018 01:26:00 AM,Closed,Case is Invalid - This type of noise should be reported by calling SFPD non-emergency at 415-553-0123.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"627 RANDOLPH ST, SAN FRANCISCO, CA, 94132",RANDOLPH ST,11,Merced Heights,TARAVAL,37.714099357871,-122.468438856418,"(37.71409936, -122.46843886)",Mobile/Open311,
8933215,04/29/2018 01:01:34 AM,04/30/2018 06:00:08 AM,04/30/2018 06:00:08 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"321 9TH AVE, SAN FRANCISCO, CA, 94118",9TH AVE,1,Inner Richmond,RICHMOND,37.782375335693,-122.467735290527,"(37.78237534, -122.46773529)",Web,
8933210,04/29/2018 12:51:44 AM,04/29/2018 12:53:00 AM,04/29/2018 12:53:00 AM,Closed,Case is Invalid - To request a well-being check please call SFPD non-emergency at 415-553-0123.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"168 HYDE ST, SAN FRANCISCO, CA, 94102",HYDE ST,6,Tenderloin,TENDERLOIN,37.7823406,-122.4155348,"(37.7823406, -122.4155348)",Web,
8933114,04/28/2018 11:08:15 PM,04/28/2018 11:12:00 PM,04/28/2018 11:12:00 PM,Closed,Case is Invalid - This type of noise should be reported by calling SFPD non-emergency at 415-553-0123.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"400 TURK ST, SAN FRANCISCO, CA, 94102",TURK ST,6,Tenderloin,TENDERLOIN,37.7827097,-122.4158225,"(37.7827097, -122.4158225)",Web,
8933105,04/28/2018 11:04:45 PM,04/28/2018 11:12:00 PM,04/28/2018 11:12:00 PM,Closed,Case is Invalid - This type of noise should be reported by calling SFPD non-emergency at 415-553-0123.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"168 HYDE ST, SAN FRANCISCO, CA, 94102",HYDE ST,6,Tenderloin,TENDERLOIN,37.7823406,-122.4155348,"(37.7823406, -122.4155348)",Web,
8933092,04/28/2018 10:58:03 PM,04/28/2018 11:01:00 PM,04/28/2018 11:01:00 PM,Closed,Case is Invalid - This type of noise should be reported by calling SFPD non-emergency at 415-553-0123.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"34 MUSEUM WAY, SAN FRANCISCO, CA, 94114",MUSEUM WAY,8,Corona Heights,PARK,37.764916320039,-122.440803971828,"(37.76491632, -122.44080397)",Mobile/Open311,
8933019,04/28/2018 10:09:07 PM,04/28/2018 10:13:00 PM,04/28/2018 10:13:00 PM,Closed,Case is Invalid - This type of noise should be reported by calling SFPD non-emergency at 415-553-0123.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"2634 SAN JOSE AVE, SAN FRANCISCO, CA, 94112",SAN JOSE AVE,11,Oceanview,TARAVAL,37.71557,-122.4512466,"(37.71557, -122.4512466)",Web,
8932995,04/28/2018 09:56:09 PM,04/28/2018 10:04:00 PM,04/28/2018 10:04:00 PM,Closed,Case is Invalid - This type of noise should be reported by calling SFPD non-emergency at 415-553-0123.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"677 OAK ST, SAN FRANCISCO, CA, 94117",OAK ST,5,Lower Haight,NORTHERN,37.7739638,-122.4302846,"(37.7739638, -122.4302846)",Web,
8932969,04/28/2018 09:45:07 PM,04/28/2018 09:49:00 PM,04/28/2018 09:49:00 PM,Closed,Comment Noted - call sfpd non emergency at  415 553 0123,311 Supervisor Queue,Noise Report,Noise Issue,Other,"168 HYDE ST, SAN FRANCISCO, CA, 94102",HYDE ST,6,Tenderloin,TENDERLOIN,37.7823406,-122.4155348,"(37.7823406, -122.4155348)",Web,
8932954,04/28/2018 09:34:37 PM,04/28/2018 09:43:00 PM,04/28/2018 09:43:00 PM,Closed,Comment Noted - call sfpd non emergency at  415 5530123,311 Supervisor Queue,Noise Report,Noise Issue,Other,"677 OAK ST, SAN FRANCISCO, CA, 94117",OAK ST,5,Lower Haight,NORTHERN,37.773889676958,-122.430296359521,"(37.77388968, -122.43029636)",Mobile/Open311,
8932737,04/28/2018 07:35:45 PM,04/28/2018 07:37:00 PM,04/28/2018 07:37:00 PM,Closed,Comment Noted,311 Supervisor Queue,Noise Report,Noise Issue,Other,"3801 JACKSON ST, SAN FRANCISCO, CA, 94118",JACKSON ST,2,Presidio Heights,RICHMOND,37.7894272,-122.4576267,"(37.7894272, -122.4576267)",Web,
8932390,04/28/2018 05:05:36 PM,04/28/2018 05:13:00 PM,04/28/2018 05:13:00 PM,Closed,Comment Noted - call non emergency police,311 Supervisor Queue,Noise Report,Noise Issue,Other,"414 SHRADER ST, SAN FRANCISCO, CA, 94117",SHRADER ST,5,Haight Ashbury,PARK,37.770740611908,-122.452002806966,"(37.77074061, -122.45200281)",Mobile/Open311,
8932360,04/28/2018 04:55:00 PM,04/28/2018 04:59:00 PM,04/28/2018 04:59:00 PM,Closed,Comment Noted - call sfpd non emergency at 415 553 0123,311 Supervisor Queue,Noise Report,Noise Issue,Other,"414 SHRADER ST, SAN FRANCISCO, CA, 94117",SHRADER ST,5,Haight Ashbury,PARK,37.770703702505,-122.452022086019,"(37.7707037, -122.45202209)",Mobile/Open311,
8930331,04/28/2018 07:48:36 AM,04/28/2018 07:54:00 AM,04/28/2018 07:54:00 AM,Closed,Case Transferred - Reported to Dispatcher 128 from SFPD.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"2750 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,8,Eureka Valley,MISSION,37.761747,-122.439184,"(37.761747, -122.439184)",Mobile/Open311,
8930169,04/28/2018 05:13:35 AM,04/28/2018 05:16:00 AM,04/28/2018 05:16:00 AM,Closed,Comment Noted - Please contact SFPD Non Emergency at 415-553-0123.  Thank you.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"210 HAIGHT ST, SAN FRANCISCO, CA, 94102",HAIGHT ST,5,Lower Haight,NORTHERN,37.772823222948,-122.425748985375,"(37.77282322, -122.42574899)",Mobile/Open311,
8930025,04/28/2018 12:14:00 AM,,04/28/2018 02:22:52 AM,Open,open,SSP - MTA Lost and Found Queue,Noise Report,Noise Issue,Other,"168 HYDE ST, SAN FRANCISCO, CA, 94102",HYDE ST,6,Tenderloin,TENDERLOIN,37.7823406,-122.4155348,"(37.7823406, -122.4155348)",Web,
8929955,04/27/2018 11:13:00 PM,04/28/2018 06:00:33 AM,04/28/2018 06:00:33 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"828 ALABAMA ST, SAN FRANCISCO, CA, 94110",ALABAMA ST,9,Mission,MISSION,37.758263,-122.411679,"(37.758263, -122.411679)",Mobile/Open311,
8929869,04/27/2018 10:19:00 PM,04/28/2018 06:00:33 AM,04/28/2018 06:00:33 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"800 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,6,South Beach,SOUTHERN,37.779727861867,-122.389350716205,"(37.77972786, -122.38935072)",Mobile/Open311,
8929848,04/27/2018 10:07:00 PM,04/28/2018 06:00:33 AM,04/28/2018 06:00:33 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"828 ALABAMA ST, SAN FRANCISCO, CA, 94110",ALABAMA ST,9,Mission,MISSION,37.758254,-122.411685,"(37.758254, -122.411685)",Mobile/Open311,
8929831,04/27/2018 09:57:00 PM,04/28/2018 06:00:33 AM,04/28/2018 06:00:33 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"45 NORFOLK ST, SAN FRANCISCO, CA, 94103",NORFOLK ST,6,South of Market,SOUTHERN,37.770972884648,-122.413685714081,"(37.77097288, -122.41368571)",Mobile/Open311,
8929825,04/27/2018 09:54:00 PM,04/28/2018 06:00:33 AM,04/28/2018 06:00:33 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"1051 3RD ST, SAN FRANCISCO, CA, 94158",3RD ST,6,Mission Bay,SOUTHERN,37.775381854475,-122.389779489323,"(37.77538185, -122.38977949)",Mobile/Open311,
8929404,04/27/2018 06:18:09 PM,04/27/2018 06:27:00 PM,04/27/2018 06:27:00 PM,Closed,Case is Invalid - please call sfpd at 415-553-0123,311 Supervisor Queue,Noise Report,Noise Issue,Other,"60 RAUSCH ST, SAN FRANCISCO, CA, 94103",RAUSCH ST,6,South of Market,SOUTHERN,37.776207288438,-122.409472348137,"(37.77620729, -122.40947235)",Mobile/Open311,
8927801,04/27/2018 12:28:00 PM,,04/27/2018 12:44:59 PM,Open,open,Police Department Administration - G,Noise Report,Noise Issue,Other,Intersection of 4TH ST and ELLIS ST,4TH ST,6,South of Market,TENDERLOIN,37.785708333333,-122.405721666667,"(37.78570833, -122.40572167)",Mobile/Open311,
8927649,04/27/2018 12:01:00 PM,,04/27/2018 12:44:39 PM,Open,open,Police Department Administration - G,Noise Report,Noise Issue,Other,"750 MARKET ST, SAN FRANCISCO, CA, 94102",MARKET ST,3,Downtown / Union Square,TENDERLOIN,37.7865285,-122.4053854,"(37.7865285, -122.4053854)",Web,
8927570,04/27/2018 11:49:00 AM,,04/27/2018 12:43:57 PM,Open,open,Police Department Administration - G,Noise Report,Noise Issue,Other,"4 BRADY ST, SAN FRANCISCO, CA, 94103",BRADY ST,6,South of Market,SOUTHERN,37.7734494,-122.4213231,"(37.7734494, -122.4213231)",Web,
